/tmp/agent/itest_velagent/runtime1618597017439/workspace-8bc3ee23-aede-4017-9867-38d77c4e402d/docsisScheduler/AARC89410GTVPlusGacDataUS_2021-05-19_10-38-12/GacTVPlusDataUS.csv for periodic results

================== Periodic Results: 
 SELECT Project.Name,StreamBlock.Name,StreamBlock.TxFrameCount,StreamBlock.RxFrameCount,StreamBlock.DroppedFrameCount,StreamBlock.DroppedFramePercent,StreamBlock.AvgJitter,StreamBlock.MinJitter,StreamBlock.MaxJitter,StreamBlock.AvgLatency,StreamBlock.MinLatency,StreamBlock.MaxLatency FROM streamblock5,streamblock6,streamblock7,streamblock12,streamblock13,streamblock14 LIMIT 50
Record #1
Project Name,StreamBlock Name,Tx Count (Frames) ,Rx Count (Frames) ,Dropped Count (Frames) ,Dropped Frame Percent,Avg Jitter (us) ,Min Jitter (us) ,Max Jitter (us) ,Avg Latency (us) ,Min Latency (us) ,Max Latency (us) ,StreamBlock TotalJitter,StreamBlock TotalLatency (us) ,StreamBlock InSeqFrameCount (Frames) ,StreamBlock RxSigFrameCount (Frames) ,StreamBlock InJitterModeRfc3393,StreamBlock Comp32,StreamBlock StreamId,
Project Name,StreamBlock Name,Tx Count (Frames) ,Rx Count (Frames) ,Dropped Count (Frames) ,Dropped Frame Percent,Avg Jitter (us) ,Min Jitter (us) ,Max Jitter (us) ,Avg Latency (us) ,Min Latency (us) ,Max Latency (us) ,StreamBlock TotalJitter,StreamBlock TotalLatency (us) ,StreamBlock InSeqFrameCount (Frames) ,StreamBlock RxSigFrameCount (Frames) ,StreamBlock InJitterModeRfc3393,StreamBlock Comp32,StreamBlock StreamId,

Project 1,TV+ C1 US,24079,24079,0,0.0,2470.8811,0.0,18571.52,0.0,0.0,0.0,59493875.68,0.0,0,24079,0,65540,65540,
Project 1,TV+ C2 US,24079,24079,0,0.0,2459.589,0.0,19808.0,0.0,0.0,0.0,59221982.96,0.0,0,24079,0,65541,65541,
Project 1,TV+ C3 US,24079,24079,0,0.0,2286.0542,0.0,19776.0,0.0,0.0,0.0,55043613.44,0.0,0,24079,0,65542,65542,
Project 1,TV+ C1 DS,144837,144837,0,0.0,23.9056,0.0,580.08,0.0,0.0,0.0,3462388.08,0.0,0,144837,0,131076,131076,
Project 1,TV+ C2 DS,144837,144837,0,0.0,24.0818,0.0,530.88,0.0,0.0,0.0,3487910.0,0.0,0,144837,0,131077,131077,
Project 1,TV+ C3 DS,144837,144837,0,0.0,24.5792,0.0,530.84,0.0,0.0,0.0,3559951.28,0.0,0,144837,0,131078,131078,

================== Periodic Results: 
 SELECT Project.Name,StreamBlock.Name,StreamBlock.TxFrameCount,StreamBlock.RxFrameCount,StreamBlock.DroppedFrameCount,StreamBlock.DroppedFramePercent,StreamBlock.AvgJitter,StreamBlock.MinJitter,StreamBlock.MaxJitter,StreamBlock.AvgLatency,StreamBlock.MinLatency,StreamBlock.MaxLatency FROM streamblock5,streamblock6,streamblock7,streamblock12,streamblock13,streamblock14 LIMIT 50
Record #7
Project Name,StreamBlock Name,Tx Count (Frames) ,Rx Count (Frames) ,Dropped Count (Frames) ,Dropped Frame Percent,Avg Jitter (us) ,Min Jitter (us) ,Max Jitter (us) ,Avg Latency (us) ,Min Latency (us) ,Max Latency (us) ,StreamBlock TotalJitter,StreamBlock TotalLatency (us) ,StreamBlock InSeqFrameCount (Frames) ,StreamBlock RxSigFrameCount (Frames) ,StreamBlock InJitterModeRfc3393,StreamBlock Comp32,StreamBlock StreamId,

Project 1,TV+ C1 US,24079,24079,0,0.0,2466.809,0.0,15874.56,0.0,0.0,0.0,59395827.28,0.0,0,24079,0,65540,65540,
Project 1,TV+ C2 US,24079,24079,0,0.0,2446.1087,0.0,18059.52,0.0,0.0,0.0,58897406.16,0.0,0,24079,0,65541,65541,
Project 1,TV+ C3 US,24079,24079,0,0.0,2293.056,0.0,18042.88,0.0,0.0,0.0,55212201.68,0.0,0,24079,0,65542,65542,
Project 1,TV+ C1 DS,144837,144837,0,0.0,23.9697,0.0,518.48,0.0,0.0,0.0,3471669.88,0.0,0,144837,0,131076,131076,
Project 1,TV+ C2 DS,144837,144837,0,0.0,24.1497,0.0,494.4,0.0,0.0,0.0,3497744.04,0.0,0,144837,0,131077,131077,
Project 1,TV+ C3 DS,144837,144837,0,0.0,24.4229,0.0,521.64,0.0,0.0,0.0,3537322.0,0.0,0,144837,0,131078,131078,

================== Periodic Results: 
 SELECT Project.Name,StreamBlock.Name,StreamBlock.TxFrameCount,StreamBlock.RxFrameCount,StreamBlock.DroppedFrameCount,StreamBlock.DroppedFramePercent,StreamBlock.AvgJitter,StreamBlock.MinJitter,StreamBlock.MaxJitter,StreamBlock.AvgLatency,StreamBlock.MinLatency,StreamBlock.MaxLatency FROM streamblock5,streamblock6,streamblock7,streamblock12,streamblock13,streamblock14 LIMIT 50
Record #8
Project Name,StreamBlock Name,Tx Count (Frames) ,Rx Count (Frames) ,Dropped Count (Frames) ,Dropped Frame Percent,Avg Jitter (us) ,Min Jitter (us) ,Max Jitter (us) ,Avg Latency (us) ,Min Latency (us) ,Max Latency (us) ,StreamBlock TotalJitter,StreamBlock TotalLatency (us) ,StreamBlock InSeqFrameCount (Frames) ,StreamBlock RxSigFrameCount (Frames) ,StreamBlock InJitterModeRfc3393,StreamBlock Comp32,StreamBlock StreamId,

Project 1,TV+ C1 US,24079,24079,0,0.0,2472.6776,0.0,16747.52,0.0,0.0,0.0,59537131.52,0.0,0,24079,0,65540,65540,
Project 1,TV+ C2 US,24079,24079,0,0.0,2439.627,0.0,17859.84,0.0,0.0,0.0,58741339.52,0.0,0,24079,0,65541,65541,
Project 1,TV+ C3 US,24079,24079,0,0.0,2277.0568,0.0,16751.36,0.0,0.0,0.0,54826972.64,0.0,0,24079,0,65542,65542,
Project 1,TV+ C1 DS,144438,144438,0,0.0,23.7831,0.0,489.68,0.0,0.0,0.0,3435158.32,0.0,0,144438,0,131076,131076,
Project 1,TV+ C2 DS,144438,144438,0,0.0,24.0994,0.0,489.68,0.0,0.0,0.0,3480843.76,0.0,0,144438,0,131077,131077,
Project 1,TV+ C3 DS,144438,144438,0,0.0,24.566,0.0,590.6,0.0,0.0,0.0,3548243.08,0.0,0,144438,0,131078,131078,
