/tmp/agent/itest_velagent/runtime1618597017439/workspace-38ada79b-a119-41bb-a286-7ae438ff74d4/docsisScheduler/AARC89410GTVPlusGacDataBi_2021-06-14_13-39-43/GacTVPlusDataBi.csv for periodic results

================== Periodic Results: 
 SELECT Project.Name,StreamBlock.Name,StreamBlock.TxFrameCount,StreamBlock.RxFrameCount,StreamBlock.DroppedFrameCount,StreamBlock.DroppedFramePercent,StreamBlock.AvgJitter,StreamBlock.MinJitter,StreamBlock.MaxJitter,StreamBlock.AvgLatency,StreamBlock.MinLatency,StreamBlock.MaxLatency FROM streamblock5,streamblock6,streamblock7,streamblock12,streamblock13,streamblock14 LIMIT 50
Record #1
Project Name,StreamBlock Name,Tx Count (Frames) ,Rx Count (Frames) ,Dropped Count (Frames) ,Dropped Frame Percent,Avg Jitter (us) ,Min Jitter (us) ,Max Jitter (us) ,Avg Latency (us) ,Min Latency (us) ,Max Latency (us) ,StreamBlock TotalJitter,StreamBlock TotalLatency (us) ,StreamBlock InSeqFrameCount (Frames) ,StreamBlock RxSigFrameCount (Frames) ,StreamBlock InJitterModeRfc3393,StreamBlock Comp32,StreamBlock StreamId,
Project 1,TV+ C2 US,2584,2584,0,0.0,2276.5624,0.0,10987.52,0.0,0.0,0.0,5880360.56,0.0,0,2584,0,65540,65540,
Project 1,TV+ C3 US,2584,2584,0,0.0,1808.2529,0.0,10979.84,0.0,0.0,0.0,4670717.2,0.0,0,2584,0,65541,65541,
Project 1,TV+ C1 DS,14364,14364,0,0.0,28.2521,0.0,513.08,0.0,0.0,0.0,405785.04,0.0,0,14364,0,131075,131075,
Project 1,TV+ C2 DS,14364,14364,0,0.0,27.7839,0.0,513.12,0.0,0.0,0.0,399059.48,0.0,0,14364,0,131076,131076,
Project 1,TV+ C3 DS,14364,14364,0,0.0,27.143,0.0,513.16,0.0,0.0,0.0,389854.52,0.0,0,14364,0,131077,131077,

================== Periodic Results: 
 SELECT Project.Name,StreamBlock.Name,StreamBlock.TxFrameCount,StreamBlock.RxFrameCount,StreamBlock.DroppedFrameCount,StreamBlock.DroppedFramePercent,StreamBlock.AvgJitter,StreamBlock.MinJitter,StreamBlock.MaxJitter,StreamBlock.AvgLatency,StreamBlock.MinLatency,StreamBlock.MaxLatency FROM streamblock5,streamblock6,streamblock7,streamblock12,streamblock13,streamblock14 LIMIT 50
Record #5
Project Name,StreamBlock Name,Tx Count (Frames) ,Rx Count (Frames) ,Dropped Count (Frames) ,Dropped Frame Percent,Avg Jitter (us) ,Min Jitter (us) ,Max Jitter (us) ,Avg Latency (us) ,Min Latency (us) ,Max Latency (us) ,StreamBlock TotalJitter,StreamBlock TotalLatency (us) ,StreamBlock InSeqFrameCount (Frames) ,StreamBlock RxSigFrameCount (Frames) ,StreamBlock InJitterModeRfc3393,StreamBlock Comp32,StreamBlock StreamId,

Project 1,TV+ C1 US,2385,2385,0,0.0,2346.1537,0.0,10791.68,0.0,0.0,0.0,5593230.32,0.0,0,2385,0,65539,65539,
Project 1,TV+ C2 US,2385,2385,0,0.0,2313.5862,0.0,11344.64,0.0,0.0,0.0,5515589.6,0.0,0,2385,0,65540,65540,
Project 1,TV+ C3 US,2385,2385,0,0.0,1923.7554,0.0,11115.52,0.0,0.0,0.0,4586232.88,0.0,0,2385,0,65541,65541,
Project 1,TV+ C1 DS,13965,13965,0,0.0,27.2267,0.0,311.64,0.0,0.0,0.0,380193.8,0.0,0,13965,0,131075,131075,
Project 1,TV+ C2 DS,13965,13965,0,0.0,27.367,0.0,295.64,0.0,0.0,0.0,382152.36,0.0,0,13965,0,131076,131076,
Project 1,TV+ C3 DS,13965,13965,0,0.0,26.3798,0.0,301.36,0.0,0.0,0.0,368367.0,0.0,0,13965,0,131077,131077,

================== Periodic Results: 
 SELECT Project.Name,StreamBlock.Name,StreamBlock.TxFrameCount,StreamBlock.RxFrameCount,StreamBlock.DroppedFrameCount,StreamBlock.DroppedFramePercent,StreamBlock.AvgJitter,StreamBlock.MinJitter,StreamBlock.MaxJitter,StreamBlock.AvgLatency,StreamBlock.MinLatency,StreamBlock.MaxLatency FROM streamblock5,streamblock6,streamblock7,streamblock12,streamblock13,streamblock14 LIMIT 50
Record #6
Project Name,StreamBlock Name,Tx Count (Frames) ,Rx Count (Frames) ,Dropped Count (Frames) ,Dropped Frame Percent,Avg Jitter (us) ,Min Jitter (us) ,Max Jitter (us) ,Avg Latency (us) ,Min Latency (us) ,Max Latency (us) ,StreamBlock TotalJitter,StreamBlock TotalLatency (us) ,StreamBlock InSeqFrameCount (Frames) ,StreamBlock RxSigFrameCount (Frames) ,StreamBlock InJitterModeRfc3393,StreamBlock Comp32,StreamBlock StreamId,

Project 1,TV+ C1 US,2386,2386,0,0.0,2325.2567,0.0,8634.24,0.0,0.0,0.0,5545737.2,0.0,0,2386,0,65539,65539,
Project 1,TV+ C2 US,2386,2386,0,0.0,2338.1715,0.0,10711.04,0.0,0.0,0.0,5576539.04,0.0,0,2386,0,65540,65540,
Project 1,TV+ C3 US,2386,2386,0,0.0,1860.3063,0.0,10711.04,0.0,0.0,0.0,4436830.64,0.0,0,2386,0,65541,65541,
Project 1,TV+ C1 DS,14231,14231,0,0.0,27.1352,0.0,312.56,0.0,0.0,0.0,386133.8,0.0,0,14231,0,131075,131075,
Project 1,TV+ C2 DS,14231,14231,0,0.0,26.7812,0.0,312.48,0.0,0.0,0.0,381095.96,0.0,0,14231,0,131076,131076,
Project 1,TV+ C3 DS,14231,14231,0,0.0,26.2065,0.0,309.52,0.0,0.0,0.0,372918.48,0.0,0,14231,0,131077,131077,
